submission_id,QUD,RT,age,bias,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
11646,,15231,20,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|many|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|0|1|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1|0|1|0|0|0|1|0|1|0|0|0|0|1|0|1|1|0|0|0|0|0|1,6.333083333333334,main_trials,4
11646,,8981,20,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|0|1|1|0|0|1|0|1|1|0|1|0|1|1|1|1|0|1|1|1|0|1|1|0|1|1|1|0|1|1|0|0|0|1|1|0|0|1|1|1|1|1|0|0|1|1|0|0|1|0|1|1|0|0|0|0|1|1|1,6.333083333333334,main_trials,5
11646,,15602,20,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|many|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|1|0|0|0|0|0|0|1|0|0|0|1|0|1|0|1|0|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|1|0|0|0|1|0|0|0|1|0|1|1|0|0|0|0|1|1|1|1|1,6.333083333333334,main_trials,6
11646,,13523,20,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|most|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|1|1|1|0|1|1|1|0|0|1|1|0|1|1|1|0|1|0|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|0|1|1|1|1|1|1|0|1|1|0|0|0|1|1|0|0|1|0,6.333083333333334,main_trials,7
11646,,21084,20,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1,6.333083333333334,main_trials,8
11646,,11060,20,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1|1|0|1|0|0|1|1|1|1|0|1|0|0|1|1|1|1|0|0|0|1|1|0|0|1|0|1|1|1|1|1|1|0|0|1,6.333083333333334,main_trials,9
11646,,15215,20,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|1|0|0|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|0|1|1|1|1,6.333083333333334,main_trials,10
11646,,10546,20,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|1|1|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|1|1|1|0,6.333083333333334,main_trials,11
11646,,10504,20,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|0|0|1|0|1|0|0|1|0|0|1|1|1|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|1|1|1|1|0|0|0|1|0|0|1|0|0|1|1,6.333083333333334,main_trials,12
11646,,16887,20,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|1|0|0|1|0|0|0|1|0|1|1|0|0|0|0|0|1|1|1|1|0|0|0|1|0|1|1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|0|1|1|1|0|1,6.333083333333334,main_trials,13
11646,,15860,20,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6.333083333333334,main_trials,14
11654,,32863,21,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,NA,Graduated High School,1580337367074,NA,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,few|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1,24.00605,training_trials,1
11654,,21438,21,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,NA,Graduated High School,1580337367074,NA,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|few|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0,24.00605,training_trials,2
11654,,13919,21,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,NA,Graduated High School,1580337367074,NA,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|1|1|1|0|1|0|1|1|1|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|1|1|0|1|0|0|0|1|1|1|1|1|0|1|0|0|1,24.00605,training_trials,3
11654,,18335,21,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|1|1|1|1|0|1|1|0|0|0|0|1|1|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|0|0|1|0|1|1|0|1|0|1|0|0|0|0|0|1|0,24.00605,main_trials,1
11654,,19039,21,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1,24.00605,main_trials,2
11654,,11817,21,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|1|0|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|1|0|1|1|0|1|0|1|1|0|0|0|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|0|1|0|1|0|1|1|0|1,24.00605,main_trials,3
11654,,4813,21,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|1|1|1|0|0|0|0|1|1|0|1|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1|0|0|1|1|0|1|0|0|0|1|0|1|0|1,24.00605,main_trials,4
11654,,9718,21,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|1|0|0|0|1|1|0|0|0|0|1|1|0|0|0|1|1|1|0,24.00605,main_trials,5
11654,,10934,21,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1,24.00605,main_trials,6
11654,,51149,21,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|0|1|0|0|0,24.00605,main_trials,7
11654,,10575,21,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|few|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0,24.00605,main_trials,8
11654,,30098,21,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|0|1|0|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|0|1|0|1|1|1|1|1|1|1|0|1|0|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,24.00605,main_trials,9
11654,,81071,21,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,few|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|0|1|0|0|0|1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|0|1|1|0|1|1,24.00605,main_trials,10
11654,,8030,21,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,1|1|1|1|1|0|1|1|0|1|0|1|0|0|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|0|1|1|1,24.00605,main_trials,11
11654,,6414,21,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|1|0|1|0|0|0|0|1|0|0|0,24.00605,main_trials,12
11654,,415445,21,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,high,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|1|0|0|1|0|1|0|0|0|0,24.00605,main_trials,13
11654,,3379,21,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,Thanks for the mini test! I enjoyed it ! Thanks have a great day!,low,placeholder,Graduated High School,1580337367074,placeholder,82,male,,5d12438803b9c6001797854e,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:12:06 GMT-0600 (Central Standard Time),1580335926711,0|1|0|0|1|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|1|0|0|1|0|1|0|0|1|0|1|0|0|1|0|0|1|1|1|0|0|1|0|0|0|0|0|1|1|1|1,24.00605,main_trials,14
11651,,87467,36,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",high,NA,Higher Degree,1580337139884,NA,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|1|1|0|1|1|0|1|0|1|0|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1,12.444916666666666,training_trials,1
11651,,31760,36,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,NA,Higher Degree,1580337139884,NA,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|1|1|1|1|1|1|0|1|1|0|0|0|0|0|1|0|1|1|1|1|0|0|0|0|1|1|0|1|1|1|1|0|1|1|0|1|0|0|1|1|1|1|1,12.444916666666666,training_trials,2
11651,,25683,36,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",high,NA,Higher Degree,1580337139884,NA,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12.444916666666666,training_trials,3
11651,,36728,36,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|many|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,0|0|1|0|1|0|0|1|1|0|0|0|0|1|0|1|1|1|0|1|0|1|1|1|1|0|0|1|0|0|1|1|1|1|0|1|0|1|0|1|0|1|1|0|0|1|0|0|0|1|1|0|1|0|1|0|1|1|0|1,12.444916666666666,main_trials,1
11651,,25675,36,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|0|1|1|0|0|1|0|1|0|1|1|1|0|0|1|1|1|0|0|1|1|0|0|1|0|1|0|1|1|1|1|0|1|0|1|1|1|0|0|0|1|1|1|0|0|1|0|0|0|0|1|1|1|1|1|0|0|1|1,12.444916666666666,main_trials,2
11651,,18237,36,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|1|1|0|1|0|1|1|1|1|0|1|1|0|1|0|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0,12.444916666666666,main_trials,3
11651,,36456,36,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|1|1|0|0,12.444916666666666,main_trials,4
11651,,29787,36,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",high,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|0|0|0|1|1|1|1|1|1,12.444916666666666,main_trials,5
11651,,21975,36,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",low,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,0|1|0|0|0|0|0|0|1|1|1|1|0|1|0|1|0|1|1|1|0|1|1|1|1|0|0|0|1|0|0|0|0|1|1|1|0|1|0|0|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|0|0|1|1,12.444916666666666,main_trials,6
11651,,27170,36,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,"Very interested study, it is interesting see how results can be manipulated to present them in a favourable or unfavourable light.",high,placeholder,Higher Degree,1580337139884,placeholder,82,female,English,5c6170988534ec00013bcb40,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:19:53 GMT+0000 (GMT),1580336393189,1|0|0|1|1|1|0|0|1|1|1|0|1|1|0|1|1|0|1|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|0|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|0|1,12.444916666666666,main_trials,7
